69 121
679 292 0.3442
292 196 0.5728
196 453 0.5915
52 427 0.2083
427 678 0.4270
905 305 0.1813
611 467 0.8726
559 980 0.3594
845 520 0.5558
520 669 0.2636
669 244 0.1719
633 141 0.9584
141 78 0.6218
78 781 0.9136
178 864 0.6063
103 142 0.7357
142 190 0.6194
566 334 0.1680
461 46 0.2319
233 209 0.4196
193 124 0.8188
386 62 0.4340
822 761 0.9893
265 291 0.0926
233 287 0.4503
287 910 0.9655
910 750 0.0158
750 968 0.1151
328 788 0.8540
788 272 0.5769
272 475 0.0794
475 241 0.5619
765 257 0.1184
257 608 0.2844
523 881 0.6909
728 336 0.5904
336 483 0.6421
483 565 0.9850
568 691 0.9396
691 508 0.8695
969 130 0.8928
130 762 0.1316
762 509 0.3387
301 493 0.7719
493 91 0.8281
91 532 0.1037
66 67 0.0827
915 154 0.2947
150 997 0.4274
576 575 0.7579
575 538 0.9895
453 571 0.0791
177 714 0.4328
714 283 0.8651
283 373 0.5349
608 562 0.1470
818 25 0.3674
25 754 0.2570
579 828 0.9532
812 77 0.1462
708 698 0.2140
698 556 0.2111
978 197 0.1901
197 92 0.0438
92 436 0.1519
57 357 0.7638
689 64 0.0667
64 473 0.4084
712 710 0.1081
463 315 0.9755
315 832 0.1911
832 421 0.9026
886 269 0.6393
269 617 0.7843
330 331 0.3109
331 50 0.6042
410 624 0.8371
196 39 0.0946
895 785 0.3681
123 129 0.6068
858 729 0.9800
46 262 0.6728
568 401 0.2705
401 898 0.9116
869 13 0.6722
341 337 0.4432
452 419 0.7361
247 205 0.8279
748 68 0.4983
46 489 0.2341
265 824 0.7347
482 572 0.9909
53 585 0.3406
585 790 0.3668
790 153 0.5267
153 108 0.7118
108 830 0.9237
830 308 0.8263
9 122 0.9658
995 104 0.6853
215 970 0.4677
970 69 0.8416
151 413 0.2512
603 901 0.4047
344 856 0.0493
77 144 0.6678
144 851 0.3158
662 951 0.2620
951 927 0.5316
927 990 0.3620
990 185 0.5426
995 165 0.4024
235 899 0.9737
162 577 0.1620
311 526 0.5265
70 769 0.4503
185 860 0.9399
860 402 0.3539
860 550 0.5089
550 512 0.0964
512 655 0.4406
803 359 0.0497
305 439 0.5816
439 18 0.8636
180 598 0.4334
921 371 0.6046
63 395 0.3424
395 258 0.2889
258 6 0.7619
812 424 0.7622
424 293 0.9806
960 722 0.5108
722 918 0.6272
732 738 0.6967
67 660 0.9758
660 212 0.2001
341 786 0.5815
786 248 0.8766
919 99 0.5468
99 71 0.6012
71 381 0.1785
161 447 0.9294
102 449 0.5639
549 834 0.1280
921 394 0.8590
394 842 0.8347
241 908 0.1675
675 533 0.3397
533 656 0.9576
777 460 0.5931
460 855 0.0711
483 294 0.8197
356 471 0.9451
649 286 0.0900
761 295 0.2151
790 488 0.3227
368 756 0.9998
344 628 0.5277
35 342 0.9748
342 208 0.3330
953 0 0.4925
0 348 0.8498
901 236 0.9256
342 372 0.1814
439 380 0.5433
380 727 0.7167
961 988 0.6294
40 815 0.1211
282 203 0.5706
463 321 0.9990
266 737 0.8860
727 682 0.7192
236 544 0.3016
979 172 0.6428
900 392 0.1692
870 861 0.3311
877 699 0.5554
584 717 0.6150
460 441 0.8294
772 61 0.9784
61 791 0.0800
791 859 0.0823
190 885 0.6611
494 982 0.7603
398 543 0.6323
691 903 0.9398
925 525 0.5734
580 487 0.0929
147 561 0.0871
878 930 0.8463
962 369 0.9921
198 384 0.3362
108 457 0.2213
457 479 0.5636
765 175 0.5195
770 741 0.0573
73 19 0.7308
384 916 0.5437
916 654 0.7083
654 188 0.5622
120 646 0.6887
735 350 0.5281
60 31 0.3501
121 216 0.5879
899 492 0.1581
492 415 0.5934
415 645 0.6135
645 716 0.5206
559 954 0.0533
149 747 0.0605
232 615 0.8599
615 390 0.3798
263 416 0.2299
416 938 0.9400
938 110 0.5589
110 41 0.6010
722 752 0.5540
68 941 0.0997
287 204 0.5610
852 107 0.0292
769 417 0.2000
417 44 0.7324
256 672 0.3477
672 289 0.5994
915 914 0.7601
251 706 0.2772
183 136 0.0741
845 211 0.1643
211 259 0.0127
835 217 0.1306
261 733 0.7097
849 309 0.4491
252 138 0.8629
138 276 0.2278
101 599 0.6321
245 327 0.2121
772 686 0.4035
309 223 0.6333
152 844 0.5133
844 529 0.6379
362 98 0.0958
98 148 0.1413
599 810 0.0759
521 955 0.7207
859 768 0.4945
768 407 0.9353
407 408 0.3360
742 581 0.7437
40 317 0.7456
957 234 0.2059
953 809 0.6784
202 139 0.3130
88 940 0.7250
659 926 0.2276
349 721 0.0982
721 189 0.2177
189 946 0.9641
946 996 0.5474
145 613 0.7577
651 746 0.6797
540 504 0.9135
146 51 0.4686
254 100 0.1194
100 823 0.1347
37 956 0.9862
956 701 0.6557
306 32 0.5252
949 428 0.0367
428 469 0.6013
216 365 0.5510
362 963 0.5706
963 635 0.5283
394 766 0.9237
876 506 0.7634
506 250 0.3914
686 367 0.8508
367 214 0.2327
493 846 0.7645
241 500 0.9691
750 534 0.5925
534 813 0.6137
813 310 0.5758
287 126 0.0075
126 459 0.1955
2 935 0.0804
306 230 0.1548
672 789 0.2915
851 947 0.2487
53 472 0.4075
83 491 0.7699
491 242 0.1693
508 351 0.9378
351 643 0.3093
643 625 0.3077
625 497 0.7911
896 454 0.3481
828 340 0.6916
340 902 0.0701
794 536 0.6641
536 516 0.8379
742 191 0.9378
732 829 0.8191
124 476 0.6324
738 671 0.1782
671 874 0.1313
823 932 0.8916
369 42 0.2949
427 517 0.2057
870 501 0.4417
315 650 0.1243
650 819 0.2366
644 782 0.7381
177 277 0.2130
71 758 0.5393
536 801 0.0777
241 137 0.8276
294 326 0.8348
326 10 0.7716
941 552 0.1272
496 605 0.8971
981 720 0.6502
710 431 0.6564
431 892 0.9662
938 352 0.0919
852 882 0.2258
151 366 0.6537
711 74 0.3433
982 563 0.7341
233 920 0.2546
78 329 0.5663
205 825 0.4513
861 637 0.5332
209 484 0.9025
565 952 0.4964
968 323 0.5161
323 59 0.5098
59 569 0.7081
189 435 0.2861
990 665 0.7780
758 466 0.6325
466 798 0.4410
814 26 0.6227
784 249 0.5028
870 648 0.0426
822 993 0.4252
742 119 0.4999
333 647 0.3051
867 989 0.9770
195 143 0.9865
444 773 0.0184
773 804 0.9109
782 612 0.0249
116 740 0.5344
458 239 0.5951
209 111 0.3775
308 87 0.0099
196 690 0.2495
69 683 0.0146
256 703 0.0689
478 325 0.2648
953 692 0.2040
569 279 0.2033
627 332 0.4783
332 298 0.4411
427 156 0.4045
156 757 0.6963
0 97 0.7098
98 907 0.0991
107 800 0.7618
800 661 0.8781
949 105 0.9441
639 24 0.4423
176 667 0.3231
667 751 0.0734
751 965 0.8285
345 498 0.2525
720 442 0.7215
533 879 0.3295
569 210 0.8247
210 364 0.5955
364 391 0.5145
631 889 0.1659
244 363 0.5729
363 393 0.8928
861 85 0.2065
962 685 0.7588
912 455 0.0186
245 684 0.4676
40 324 0.7895
5 360 0.2568
311 255 0.1761
635 374 0.4552
255 745 0.8563
745 56 0.0778
449 335 0.9457
335 412 0.5709
441 84 0.9186
429 913 0.9678
444 783 0.0487
929 76 0.0887
464 227 0.5205
889 285 0.3517
252 240 0.2648
400 681 0.0004
211 1 0.7002
217 928 0.2446
455 626 0.3556
626 379 0.9119
730 238 0.4667
242 30 0.4268
589 854 0.9136
137 173 0.1525
173 694 0.8435
694 836 0.9419
429 547 0.3650
810 117 0.7610
889 725 0.9130
725 94 0.8532
969 588 0.0429
394 652 0.1581
866 423 0.9769
963 726 0.9625
857 641 0.9538
565 880 0.4096
613 697 0.5801
878 964 0.8346
52 557 0.1598
557 640 0.2664
543 527 0.0121
347 743 0.4394
84 480 0.2592
856 548 0.2260
548 950 0.5513
457 268 0.0078
928 218 0.6055
76 602 0.4836
954 664 0.9274
760 554 0.3927
233 755 0.0419
524 875 0.0660
538 507 0.5608
509 93 0.9536
250 570 0.6690
324 632 0.4784
338 171 0.4114
803 638 0.4541
805 991 0.6846
991 890 0.0537
754 474 0.0202
785 619 0.0071
87 179 0.0936
132 304 0.6433
555 207 0.5097
145 600 0.6668
942 959 0.3770
861 72 0.7773
37 607 0.6616
606 653 0.9783
315 155 0.7146
282 200 0.9776
138 426 0.6732
169 847 0.3591
554 574 0.9601
386 397 0.8481
225 355 0.8739
613 278 0.1450
208 530 0.0330
872 657 0.2446
236 924 0.4047
544 820 0.1430
820 586 0.7419
831 948 0.5040
69 313 0.4162
221 396 0.1007
369 799 0.4582
981 723 0.4138
877 353 0.6523
858 904 0.7013
333 260 0.4290
127 704 0.1194
298 658 0.3962
743 630 0.0053
414 383 0.6697
848 16 0.0795
423 440 0.7579
339 511 0.2544
935 865 0.9539
981 700 0.8546
798 514 0.0976
0 597 0.8837
597 82 0.5071
777 958 0.1021
714 541 0.0362
428 54 0.8986
989 451 0.0050
796 983 0.5133
562 361 0.5870
715 917 0.7349
78 157 0.8794
209 275 0.9266
786 539 0.9709
403 81 0.8487
354 972 0.1626
972 528 0.8773
291 986 0.2469
348 22 0.8692
83 771 0.8531
537 513 0.7882
799 596 0.8385
124 977 0.4588
471 610 0.0965
610 65 0.0144
397 314 0.8749
50 182 0.0833
104 618 0.3325
495 943 0.0836
21 271 0.9689
605 450 0.6783
450 55 0.3902
251 670 0.0320
908 47 0.7091
964 273 0.3493
704 378 0.9078
441 795 0.8384
648 399 0.5236
533 125 0.8446
591 288 0.7702
87 296 0.0865
673 985 0.8610
124 582 0.1289
586 167 0.2230
906 573 0.1415
356 113 0.3336
884 973 0.7187
348 718 0.8494
610 984 0.8723
796 135 0.5114
613 974 0.0790
24 911 0.2974
494 808 0.6359
90 542 0.7881
88 192 0.7888
411 767 0.5754
533 709 0.0639
474 7 0.6078
132 739 0.3714
978 531 0.4088
858 112 0.4294
584 20 0.8880
462 163 0.2957
518 873 0.3831
808 312 0.1311
102 544 0.8146
14 625 0.4750
27 204 0.4683
768 813 0.8272
141 162 0.4980
124 558 0.9525
181 440 0.7256
595 807 0.5848
8 668 0.7963
791 886 0.5481
77 668 0.0446
346 892 0.9643
642 803 0.8759
541 972 0.2839
478 738 0.1661
377 500 0.0378
71 736 0.2043
431 919 0.7019
3 47 0.0305
405 592 0.7595
439 929 0.0128
601 812 0.6291
500 983 0.5708
321 766 0.5212
76 894 0.2949
580 850 0.1996
516 670 0.9851
251 431 0.5937
586 669 0.9856
234 721 0.4277
265 960 0.4593
275 849 0.0928
25 361 0.0754
196 608 0.6348
245 417 0.0806
1 620 0.8672
166 198 0.8363
691 797 0.5069
164 703 0.8614
154 239 0.0960
584 798 0.0089
478 803 0.9742
126 666 0.1223
129 472 0.4192
223 948 0.6390
232 716 0.2132
661 925 0.6113
338 743 0.7372
35 207 0.5138
407 628 0.0832
272 863 0.1699
182 663 0.0219
297 528 0.9789
58 373 0.3329
561 742 0.6895
99 661 0.4289
734 976 0.4337
529 640 0.1783
543 698 0.0690
116 352 0.8748
352 629 0.6236
68 715 0.2523
600 633 0.4913
851 883 0.0071
278 931 0.2567
851 888 0.9062
22 481 0.4023
385 467 0.1622
61 940 0.2921
63 870 0.1506
355 763 0.3894
149 867 0.2577
311 479 0.7052
176 258 0.1098
35 186 0.7573
867 903 0.1949
65 962 0.1977
32 184 0.9185
696 833 0.6373
14 295 0.2091
315 981 0.2201
767 860 0.0145
540 888 0.1213
183 261 0.3873
153 274 0.8662
840 858 0.4116
147 168 0.9988
523 908 0.8753
836 950 0.6795
231 548 0.4072
296 438 0.0662
97 529 0.2567
55 156 0.2169
461 540 0.3936
344 610 0.5163
444 598 0.7038
80 948 0.2650
46 90 0.2764
203 729 0.0455
520 809 0.5467
497 677 0.0973
820 871 0.6500
771 880 0.2470
915 932 0.5037
62 394 0.2933
131 864 0.9960
312 458 0.0393
229 335 0.2550
121 795 0.9868
27 469 0.4167
20 283 0.5177
172 919 0.0794
874 880 0.1910
436 839 0.1684
392 527 0.3315
229 531 0.2307
177 574 0.0365
178 560 0.5797
184 658 0.0673
133 413 0.7232
185 194 0.4337
677 702 0.3954
672 769 0.3389
255 537 0.1824
311 599 0.5127
419 598 0.8361
101 804 0.5258
46 123 0.8684
424 617 0.5179
484 633 0.3877
746 758 0.6621
627 789 0.3865
169 971 0.4160
274 964 0.4551
35 558 0.0768
325 362 0.9072
265 657 0.8979
495 708 0.3378
32 624 0.5804
48 367 0.0745
568 923 0.8194
120 810 0.8914
246 598 0.8174
337 760 0.9966
314 385 0.7816
123 818 0.8370
46 381 0.3805
18 209 0.3330
125 661 0.1532
627 995 0.9717
551 770 0.1767
44 163 0.3186
71 596 0.6207
574 672 0.7360
282 727 0.8849
270 768 0.6889
612 629 0.5857
725 900 0.7699
52 146 0.3987
501 839 0.0875
379 680 0.4486
232 612 0.8466
438 799 0.4741
119 209 0.9289
226 437 0.2829
230 824 0.5619
8 884 0.9273
723 753 0.5459
307 375 0.4744
345 405 0.3846
246 871 0.3736
580 945 0.9579
880 918 0.8210
120 556 0.7731
768 898 0.2130
858 901 0.4480
342 607 0.6398
183 677 0.5159
188 754 0.8717
281 702 0.8934
116 119 0.6172
564 793 0.5212
726 941 0.2470
558 761 0.7857
59 486 0.1937
398 808 0.7535
194 826 0.4504
63 735 0.5119
549 748 0.8043
170 173 0.5579
227 931 0.7587
217 818 0.9138
202 209 0.4018
488 640 0.1688
575 730 0.9715
563 786 0.6489
348 364 0.0758
628 635 0.2491
184 906 0.7481
167 482 0.5379
200 361 0.8080
85 939 0.3819
438 584 0.7682
30 491 0.8487
545 758 0.2713
197 964 0.0421
11 530 0.7097
292 342 0.1834
127 717 0.0765
400 599 0.5865
105 301 0.8069
65 847 0.4963
343 782 0.1617
193 645 0.8325
65 364 0.9475
526 706 0.7517
71 891 0.3707
310 895 0.0073
26 156 0.2605
496 922 0.5126
189 454 0.0312
454 702 0.2240
467 819 0.1486
360 703 0.3248
827 883 0.9589
194 769 0.4272
159 472 0.7374
353 710 0.8216
376 672 0.6618
476 564 0.7784
612 821 0.0081
564 855 0.3054
396 803 0.5786
482 674 0.9792
617 807 0.3161
1500 4869
93 874 0.2556
874 222 0.1583
222 1018 0.8640
1018 1143 0.9272
1143 732 0.5592
732 1327 0.8463
1327 322 0.8453
322 260 0.9636
260 1352 0.1011
1352 89 0.5437
89 851 0.0962
851 127 0.1776
127 1415 0.2916
1415 1084 0.7110
1084 1043 0.6334
1043 154 0.0014
154 1307 0.6287
1307 700 0.8334
700 606 0.7824
606 753 0.6858
753 1230 0.1457
1230 478 0.1775
154 1207 0.4578
1207 1459 0.9754
1459 713 0.6282
713 1179 0.9309
1179 1055 0.2176
1055 1440 0.3814
1440 1092 0.7072
1092 354 0.3884
354 25 0.8606
25 151 0.7130
151 196 0.1354
196 658 0.1893
658 914 0.3657
914 854 0.7036
854 57 0.7122
57 1454 0.1901
1454 1251 0.4452
1251 992 0.6089
992 946 0.7606
322 1355 0.5262
1355 39 0.7622
39 353 0.6322
353 749 0.0086
749 1048 0.9363
1048 14 0.2378
14 899 0.5777
899 355 0.9854
355 1406 0.3860
1406 1053 0.2392
1053 656 0.7228
656 600 0.5789
600 786 0.6194
786 613 0.9611
613 450 0.1830
450 893 0.2290
893 1357 0.9641
1357 737 0.7688
737 1477 0.1959
1477 1113 0.3830
854 494 0.8141
494 1494 0.8128
1494 1452 0.5774
1452 599 0.0686
599 499 0.6189
222 280 0.5865
280 771 0.9711
771 1371 0.1985
1371 957 0.5434
957 435 0.1995
435 323 0.2919
323 679 0.1716
679 698 0.7481
698 1026 0.1049
1026 1123 0.2678
1123 625 0.0885
625 1003 0.1992
1003 1144 0.6008
1144 301 0.6929
301 1271 0.5799
1271 364 0.3527
364 712 0.9025
712 535 0.1500
535 601 0.6728
601 760 0.9181
760 767 0.6742
767 5 0.5868
5 159 0.1175
159 1100 0.1412
1100 671 0.3704
671 1210 0.7170
1210 1219 0.0760
1219 809 0.5480
809 1387 0.6182
1387 310 0.2200
310 204 0.4412
204 1022 0.9674
679 1030 0.6342
1030 1280 0.1280
1280 371 0.2006
371 60 0.6340
60 405 0.6085
405 1058 0.2774
1058 1348 0.5680
1348 1404 0.2328
1404 239 0.6423
239 107 0.1562
107 1057 0.9881
1057 1321 0.9810
1321 1253 0.0709
1253 1329 0.6177
1329 1285 0.6692
1285 446 0.8264
446 18 0.1329
18 1332 0.5730
1332 1182 0.2998
1182 819 0.7482
819 1492 0.9833
93 949 0.9626
949 304 0.9304
304 818 0.0625
818 411 0.9785
411 272 0.4372
272 1167 0.4637
1167 1437 0.2540
1437 80 0.9449
80 549 0.9033
549 1149 0.2341
1149 594 0.0850
594 871 0.6636
871 1278 0.0999
1278 1472 0.0309
1472 1038 0.5045
1038 281 0.0910
281 46 0.3073
46 574 0.5284
574 1015 0.2114
1015 1246 0.8283
1246 3 0.9405
3 1029 0.7400
1029 164 0.7422
164 1421 0.0639
1421 87 0.9558
87 330 0.4465
330 170 0.5791
170 685 0.4705
685 495 0.0282
495 82 0.2906
82 1105 0.3796
1105 251 0.0574
251 798 0.1088
798 264 0.4762
264 1184 0.5058
1184 910 0.8779
910 118 0.8713
118 602 0.6324
602 952 0.3808
952 1480 0.2085
1480 201 0.1336
201 1291 0.2348
1291 1028 0.4383
1028 217 0.9138
217 1037 0.5129
1037 1091 0.5374
1091 32 0.9079
32 143 0.9922
143 1498 0.2602
1498 793 0.3884
793 336 0.9115
336 717 0.3507
717 1075 0.4186
1075 350 0.2574
1184 287 0.2626
287 1486 0.5768
1486 773 0.9027
60 1095 0.8032
1095 1301 0.5591
1301 326 0.6204
326 1438 0.7301
1438 389 0.3716
389 675 0.4425
675 1479 0.7534
1479 1279 0.6127
1480 630 0.2227
630 517 0.5730
517 867 0.3937
1291 146 0.7673
146 464 0.6100
1321 114 0.1784
114 50 0.0680
50 1343 0.8972
1343 1418 0.1313
1418 830 0.4926
830 1448 0.8867
1448 465 0.1157
465 1034 0.4080
1034 431 0.8208
431 543 0.5192
543 445 0.6565
445 608 0.5705
608 223 0.5266
223 1423 0.6455
1423 1453 0.8333
1453 614 0.2775
614 704 0.4665
704 872 0.4001
872 1153 0.6987
1153 1121 0.0703
1121 853 0.5456
853 989 0.2967
989 1384 0.8079
1384 1405 0.3119
1405 74 0.1832
74 734 0.2104
734 633 0.6966
633 833 0.6072
833 1196 0.9087
1196 66 0.8245
66 736 0.0418
736 995 0.6314
995 458 0.7084
458 612 0.1659
612 923 0.0977
923 1424 0.5099
1424 148 0.8274
148 278 0.2454
278 1047 0.7218
1047 38 0.9322
304 701 0.2280
701 308 0.8953
308 758 0.2711
1026 220 0.2864
220 1416 0.6701
1416 1478 0.5895
1478 660 0.6986
660 361 0.7079
361 1381 0.6400
1381 581 0.3092
581 254 0.5187
254 542 0.2916
542 111 0.8255
111 1217 0.2714
1217 192 0.7927
192 1209 0.8092
1123 1365 0.2933
1365 681 0.9197
681 1323 0.3180
1323 1247 0.3326
1247 1456 0.8976
1456 384 0.9968
384 470 0.0190
470 1462 0.8932
1462 859 0.8075
1480 955 0.3865
955 950 0.6997
950 460 0.3931
460 1401 0.3657
1401 664 0.0864
1479 147 0.3045
147 763 0.2674
25 1027 0.3385
1027 940 0.8122
154 1268 0.6989
1268 421 0.8125
421 652 0.7825
652 741 0.6849
741 1499 0.2436
93 655 0.1240
655 413 0.4394
413 1157 0.2143
1371 965 0.9157
965 393 0.1572
393 1254 0.9758
1254 112 0.8215
581 1203 0.7094
1203 626 0.8077
626 632 0.2211
632 49 0.5018
49 727 0.1168
727 735 0.9746
735 121 0.4193
121 162 0.3231
700 782 0.0931
782 1020 0.2555
1020 1090 0.9200
612 120 0.4946
671 1051 0.6832
1051 799 0.1327
799 906 0.4943
906 365 0.1912
1279 284 0.2413
284 1081 0.7186
1081 438 0.2715
671 1032 0.3723
1032 607 0.2359
1144 522 0.5198
767 169 0.7824
169 372 0.0482
372 1260 0.3491
1260 807 0.1638
1329 172 0.0677
172 1262 0.3504
1262 1257 0.5254
1257 1060 0.4723
323 182 0.1010
182 1129 0.6385
727 230 0.8867
230 500 0.3913
500 412 0.9457
412 1489 0.5125
1489 707 0.7488
707 1178 0.5153
1178 394 0.4492
394 180 0.7907
180 611 0.1336
611 404 0.5379
404 1082 0.0365
1082 1276 0.4454
1276 1109 0.9714
1109 644 0.4482
644 193 0.8584
193 947 0.2442
947 306 0.6498
306 942 0.7271
942 1395 0.6747
1395 776 0.2405
776 477 0.8928
477 295 0.2360
295 1264 0.3423
1264 642 0.2166
642 1318 0.0521
1318 567 0.6559
626 896 0.1355
896 408 0.7192
408 913 0.6575
913 163 0.2259
163 595 0.7695
595 1002 0.9148
1002 444 0.1170
444 1185 0.7884
1185 672 0.8784
672 103 0.6836
450 469 0.2124
469 696 0.6169
696 711 0.8713
1081 634 0.8138
634 927 0.6911
927 1220 0.8770
1220 674 0.8453
674 926 0.8778
926 1170 0.9343
1404 787 0.1319
760 1334 0.2637
1334 1449 0.8777
1449 298 0.5124
1055 556 0.3183
254 1272 0.3232
1272 1152 0.5597
1454 898 0.4119
74 845 0.4617
845 554 0.8586
906 503 0.1191
503 430 0.0347
430 309 0.6576
309 400 0.9477
400 443 0.0519
443 1227 0.1733
1227 1410 0.5959
1410 1111 0.0295
1111 426 0.1047
426 485 0.6154
485 341 0.5533
341 930 0.1295
930 133 0.7587
133 623 0.5700
623 1354 0.2242
280 474 0.6809
223 240 0.9147
1271 1076 0.4542
25 972 0.5838
972 550 0.3622
1015 1403 0.6942
1403 335 0.2422
335 885 0.0542
885 1325 0.7860
1325 1341 0.0208
1341 1166 0.4262
1166 714 0.4928
714 1137 0.2568
1137 102 0.7495
102 1377 0.5882
644 1134 0.8652
1134 1286 0.8013
1286 683 0.4982
683 527 0.7144
308 1474 0.7159
1474 1168 0.5049
1307 1263 0.6378
1263 821 0.2429
623 152 0.3122
152 710 0.3493
710 441 0.2983
485 142 0.5141
1449 716 0.4149
716 303 0.1083
1090 53 0.4725
53 244 0.9562
1105 1040 0.8911
1040 419 0.2357
419 203 0.9667
203 889 0.1191
889 1010 0.2081
1010 94 0.9187
94 618 0.5146
618 863 0.0824
863 1361 0.7435
239 752 0.7385
752 348 0.8782
57 901 0.0243
901 1214 0.6950
1214 1019 0.2718
1019 1011 0.0513
1185 909 0.9876
1448 1232 0.7073
1232 1320 0.2673
1264 1386 0.9527
1386 918 0.9944
918 43 0.0652
698 188 0.3565
1015 662 0.8569
662 6 0.9378
6 745 0.6053
745 279 0.8892
60 1237 0.1789
1237 766 0.2247
995 769 0.0236
769 1328 0.7093
1328 367 0.3414
367 834 0.0523
940 540 0.1532
540 1083 0.6062
393 641 0.1843
641 156 0.5187
1365 325 0.6572
325 783 0.0828
783 1000 0.7808
1000 237 0.6191
237 670 0.2900
1416 1393 0.8063
306 1275 0.4871
182 282 0.5330
711 523 0.0580
872 472 0.7800
472 1446 0.3397
1446 1326 0.9488
1003 246 0.9108
1018 52 0.6210
52 1025 0.7108
662 1140 0.9138
930 932 0.4979
932 1458 0.5434
1458 1370 0.9809
1321 964 0.5096
964 167 0.8623
867 1311 0.1831
1448 1461 0.8503
1461 645 0.7876
645 224 0.7370
152 934 0.7725
934 2 0.7515
2 1473 0.6858
1026 231 0.6910
372 820 0.0191
284 255 0.0930
255 139 0.1009
139 168 0.0502
168 51 0.1888
51 1419 0.0203
1424 1008 0.7273
1008 1163 0.0471
1163 1197 0.7411
3 10 0.8549
10 28 0.0692
874 519 0.8827
519 531 0.4639
531 1016 0.6432
1016 702 0.8593
702 1281 0.9529
1423 1175 0.4648
1175 631 0.2429
889 290 0.6363
290 546 0.5961
546 399 0.5926
399 191 0.6588
118 128 0.8488
1271 300 0.0088
300 1312 0.8100
1312 1338 0.1121
758 1236 0.2547
143 982 0.3360
982 402 0.7941
60 1347 0.0550
1347 174 0.7060
716 609 0.6275
443 1298 0.6398
5 1165 0.5815
1165 1045 0.1610
57 582 0.6830
582 1317 0.5056
1317 756 0.7499
732 1223 0.8323
1223 751 0.5517
174 705 0.3387
705 1250 0.4942
355 1089 0.1498
1089 962 0.8355
1037 1077 0.3765
1077 20 0.8528
601 236 0.1300
236 232 0.5675
232 1302 0.6774
1302 622 0.8403
622 1434 0.2398
1434 1358 0.9105
1358 130 0.4438
130 1412 0.9536
111 434 0.2772
1423 900 0.8626
464 233 0.2189
1423 880 0.8154
727 253 0.6959
1404 921 0.2275
921 58 0.5487
58 344 0.2463
626 1382 0.3560
1382 1259 0.4711
1259 1308 0.4505
1308 866 0.1863
866 380 0.7259
380 1101 0.5564
1101 395 0.6208
395 1443 0.2286
1443 823 0.6549
823 721 0.6754
721 47 0.0733
47 578 0.0902
578 140 0.3875
140 340 0.9280
707 1183 0.2273
1183 1467 0.5980
1421 804 0.0008
901 13 0.5628
192 415 0.1744
118 1097 0.3731
1097 935 0.6548
935 1222 0.0893
1222 55 0.9825
874 780 0.6262
780 1444 0.9232
53 562 0.7057
562 892 0.9817
120 1362 0.0370
1362 273 0.6907
273 194 0.6092
194 1304 0.2249
546 789 0.6914
231 48 0.1681
1478 11 0.2873
464 1463 0.0383
1463 183 0.0863
745 134 0.0320
134 208 0.4767
208 17 0.0907
17 1432 0.1126
809 846 0.5261
846 963 0.6780
963 837 0.9665
837 902 0.4441
902 937 0.6792
937 374 0.1216
1486 709 0.5857
1015 1187 0.4402
1187 285 0.8070
285 91 0.6613
1332 844 0.5604
350 985 0.0727
844 888 0.8721
1454 812 0.0959
330 381 0.4020
652 177 0.2575
217 1441 0.6646
1020 747 0.3795
747 69 0.8006
609 23 0.6938
23 349 0.0341
1025 715 0.9425
715 506 0.4368
506 1106 0.0734
1106 312 0.0398
312 315 0.3157
315 1295 0.3622
1295 1159 0.1174
1159 828 0.1310
828 1103 0.1161
1103 1177 0.5379
1177 1193 0.0671
1097 616 0.5930
51 943 0.0667
943 286 0.1858
1446 84 0.6440
84 1400 0.2147
1400 1294 0.1360
1272 454 0.0460
454 1004 0.9993
465 1104 0.2492
955 77 0.7695
77 30 0.3488
30 382 0.6603
382 1059 0.1579
1059 996 0.5862
1167 877 0.5318
1034 1154 0.4081
1154 1215 0.1521
66 1014 0.0152
1014 647 0.3763
753 314 0.3450
314 673 0.0145
673 297 0.8403
1106 1451 0.5704
1451 104 0.5762
104 690 0.5016
690 568 0.9571
568 653 0.2583
1167 1464 0.0971
1464 765 0.0360
765 1221 0.8278
1221 379 0.4877
1318 1208 0.4601
1208 1171 0.9248
14 585 0.2654
585 839 0.3817
614 1023 0.5092
1230 1173 0.7735
1173 316 0.7282
485 1378 0.6982
1378 533 0.1758
660 1204 0.7923
1204 944 0.9337
1474 36 0.0739
170 873 0.7742
704 1087 0.2340
191 358 0.3892
358 878 0.0187
878 1063 0.8636
1063 907 0.3816
55 557 0.7579
557 762 0.8173
762 1408 0.8196
1408 779 0.7422
779 1070 0.2559
182 650 0.1171
415 1380 0.4336
1380 26 0.4333
298 491 0.0606
1144 986 0.8996
986 258 0.6056
258 1006 0.9286
644 433 0.0728
433 816 0.0333
816 720 0.1068
720 728 0.4146
830 966 0.3769
966 1099 0.0224
1099 970 0.7982
970 98 0.1778
98 1363 0.1790
786 390 0.3924
301 951 0.7105
612 247 0.6918
60 187 0.5447
1405 1116 0.5592
1116 171 0.9938
171 1065 0.3772
1312 1296 0.2069
379 730 0.1679
730 1309 0.0113
196 726 0.9695
26 1186 0.6390
1219 584 0.2101
1382 97 0.6453
1467 81 0.7373
632 1407 0.8750
1407 90 0.7250
1075 71 0.7917
71 936 0.6754
936 266 0.1183
1461 781 0.9974
781 1085 0.3509
1085 1457 0.8673
664 722 0.3788
1116 267 0.1665
273 7 0.3733
279 1367 0.3867
308 1069 0.0463
49 520 0.7888
520 881 0.6888
846 750 0.2805
750 68 0.5843
1018 724 0.0434
